id,imei,imsi,iccid
"+39 5645 44726981",533789079853689,222562931255239,05089655584764792168097
"+39 945 7094608",548319359800367,222930643192051,16421896747262960905869
"+39 5749 3253771",024104403554928,222995615781878,65928543164163531832037
"+39 90 9293205",780603673162928,222565889899602,27781453173002712786033
"+39 802 8679204",870767122641518,222442917563422,58095709942425534664958
"+39 78 90168529",294182333432244,222416596657618,06901577350599653035544
"+39 1125 11531760",745726188145270,222039422107348,33953034960302774593326
"+39 478 0212993",342172951017098,222181967258071,04317465813737591855043
"+39 0037 3986349",838789904665912,222876780561697,08554661151007255218681
"+39 759 74 68 3376",498529541980279,222287457309256,78616430785343096187949
"+39 5321 0851808",464677442952606,222913463905581,27679146248010722295537
"+39 475 02026414",509233369878643,222947015929010,05105339297004073353038
"+39 52 6401591",006084390064390,222926678757705,08516458376716303860032
"+39 966 81 00 3785",720977863138945,222713959602387,64751502518374786641387
"+39 80 0633121",503141886290406,222089224359367,72542074855666695415862
"+39 008 13 05 3092",624916830987783,222588909501969,30360417839988539686485
"+39 9978 1237244",954571311766063,222432498669481,32346068622006902181237
"+39 625 45315555",862867685666702,222093582411494,68916860052795933123969
"+39 2820 2681803",949743117066042,222703817816457,47864090258339406361657
"+39 0563 56229205",486787533228222,222677556271212,37571651891714821087037
"+39 9052 60441451",825404798875933,222009952384928,55805876743015967610142
"+39 497 04457354",750550944719448,222361277001906,99857455316545138613828
"+39 75 34629985",474650763732715,222549284240312,21350123459755811508909
"+39 620 7601244",168395958738561,222992560492315,75699842764706016115124
"+39 9059 12242605",184864098832642,222382250446835,57362404053192353513903
"+39 0116 48545899",656995477922387,222463154000180,77308334010623022295254
"+39 00 9040377",733134052969368,222405786372893,34548718179684852141085
"+39 58 21783393",021508884686186,222372556639330,42019228309260679706669
"+39 765 65979999",407834060814507,222220613755718,46760850136185285739600
"+39 95 7687525",359777124980590,222519596309302,08703843466446588592111
"+39 556 75 20 5662",941451150803127,222762276048423,44319392146692116675723
"+39 381 81420464",170879380902727,222663545440162,96185155943841491127738
"+39 6275 25850368",658160267439054,222558318885187,00470266001342230276449
"+39 60 8090929",067717503644311,222337345201643,73541490811977334423013
"+39 11 6933556",962986989555186,222352631762806,57405424723836376682833
"+39 20 04405384",691991357566763,222524754026314,19089332175919843481368
"+39 99 74948305",129470430394560,222397493536523,33324995639662374169628
"+39 4796 4166055",532397110644983,222480364981826,65057188199624612756946
"+39 984 12 17 9526",734538443927274,222083402712453,59145216295209349527866
"+39 320 4650099",854950822895903,222475136631570,68952733645112922675561
"+39 82 82657353",948086642331551,222055861663287,44668256377698028173354
"+39 877 56326669",824483105495990,222020987789768,68270941332461483821094
"+39 17 48775491",113613024097770,222876710977353,21456714206360880220737
"+39 54 2245160",310716475200107,222688653269498,66153809324660762580033
"+39 02 90864113",235668569019806,222195235980486,49431572826834208848786
"+39 712 7108844",485874562247793,222604507007505,05016676541046282982047
"+39 07 70839000",405220687332887,222952352228136,09902287309898829704046
"+39 024 0043602",816268620829348,222429085396539,08645178530172601787256
"+39 379 1295889",226031881303880,222837420055643,63812762239437444656019
"+39 898 51 70 9929",888244781992087,222148928401159,64073570955994311564719
"+39 51 4406744",486798547592198,222278774335869,00135991120529007215461
"+39 7331 10052216",196699726034831,222822343712762,90233721468639084954719
"+39 2476 1795307",631750072714675,222891506531491,39249272699007456753180
"+39 75 5755343",278378630559297,222960524393499,53747331540968573875474
"+39 7854 96920651",174459248076836,222289868097928,59893558125383854230342
"+39 461 84 06 6517",657359187103979,222996751720063,89248564577107235462344
"+39 916 94842582",024330147167947,222266978402270,64023110818118957676677
"+39 2161 6644030",092618437043274,222612618270726,60884303989861435131175
"+39 11 78131887",716987705037235,222815038858753,47333051991556648369167
"+39 7289 79344753",743150594240975,222838091766907,83996701792994801631269
"+39 00 3579179",447192083151726,222489922261548,94329752783501882677415
"+39 615 11 24 0529",988696091734641,222993181265560,01886745362169047835766
"+39 3931 1076606",731297900015080,222238752950194,89316149919564987768704
"+39 677 3880762",804168852367518,222416365494816,87424794290814496598356
"+39 340 6051034",388837588922143,222010038520296,34269268775411722961372
"+39 4570 6201477",969529701391374,222024269734284,56992559653218839759284
"+39 028 0521551",822689420689230,222282500242718,05233955931553666558627
"+39 36 3843299",184540220013067,222873929406454,41670410838820047202133
"+39 091 3494567",366394634071422,222421098328180,40410342362666861011886
"+39 3468 1629209",538361838717848,222143293321499,48447574959925144193052
"+39 0608 9997297",857810020089351,222456245618365,80150026435285287159450
"+39 1442 5144051",971074241426253,222990980282716,83185869453419347695335
"+39 38 2566430",586444336104924,222176289582805,89659154861304928705462
"+39 5399 7286120",495309278524621,222832276573118,44840407365585581500590
"+39 672 26441432",418955793665481,222932626731070,74224848642763314186481
"+39 8582 14883619",732071749095093,222046703567066,95218033794905539844331
"+39 486 9059328",196748869875839,222459304445816,20343628956189510192880
"+39 72 44922263",469967688664063,222420382858125,85738512377607053584968
"+39 26 43631303",727055580591283,222802766270474,52482626514163251359050
"+39 725 35180797",357234419118405,222563456672828,83912390334226313357465
"+39 71 85768508",428868368663559,222048527059396,59670129015609481434648
"+39 340 9800718",961292610170698,222375389919276,91004478322711661719274
"+39 91 3140558",780377725275224,222365163883820,50928733323254853376351
"+39 05 4053580",281260320105158,222327418295265,49902597529727557184489
"+39 7743 92728562",023754242089063,222957165047214,74643486483866372665181
"+39 1568 9490890",163170018211445,222211168692067,24823315587564627775052
"+39 043 06576830",180512141406096,222488605025534,68835831739271473781400
"+39 883 9512110",988287089930944,222388289750975,30854764720887528539822
"+39 7148 0692586",997014416372825,222705169176164,63141873769366873494516
"+39 373 49638412",621164191170557,222310281360109,95341542514306871770797
"+39 117 7801693",014533810050405,222684081798436,43094633986555318753155
"+39 40 79309449",116145861958530,222820185850828,33250743152411964227357
"+39 775 42 82 7026",894147556486338,222600203155159,12276763819052177148001
"+39 31 13651451",328444128007783,222520600278167,83662225481361285876886
"+39 4324 8347227",750346676184384,222056557542469,60282037456523934682837
"+39 503 6158168",953208762851968,222958916465057,54559607602591686042239
"+39 221 5018952",408801129548367,222513587727098,71126381440652644979072
"+39 8661 96632595",780373834794031,222884230227906,96314334959007803765575
"+39 076 1627330",105734506277589,222255964272948,80484925792922483086585
"+39 4216 08215126",364100925025171,222422712955039,18642106017267367351456
"+39 558 5312520",618169580433826,222505130229872,59353184871688245883110
"+39 4110 6362719",937187378416906,222324442966854,14214190061462165493156
"+39 48 18855199",050741960570677,222692276963330,58777579925179794465597
"+39 832 02 66 6061",551404820369962,222677993124118,85961175355235773085528
"+39 8943 6019697",228066416976618,222261095734117,00412139768030994991823
"+39 3867 1966181",716887003058646,222817326375771,30622244262177680585294
"+39 7970 45196583",636110330746941,222627305655472,37207047993841700527385
"+39 790 71 30 7255",285204721047417,222430557086629,07144292485971191109280
"+39 5719 5465553",746416219758528,222647353339162,86599385094094787329326
"+39 19 2830242",070743962089090,222967608248035,55820060765169277062687
"+39 4526 1857626",856281539138009,222709137419186,61023176118892638680076
"+39 8361 43341853",060481323893718,222507331615380,71251014650179409491985
"+39 133 94 26 0748",077611775678644,222772867042088,61427729452413065700766
"+39 8691 5192149",712699116895275,222922491010059,19169831267108769642947
"+39 05 98657576",667995712306062,222753335947371,25437803501659022938322
"+39 8837 0464754",209285958961043,222119346394840,81028900052142345229450
"+39 002 2604082",594779107341282,222399539211360,78956359017553067102045
"+39 35 3459111",518735369629932,222828787665421,35415091766710524310564
"+39 57 2037142",831904899277626,222216032939447,40357932043337221563871
"+39 823 6039020",006183244806913,222477744435552,60603082640918399152174
"+39 84 19237037",594122270532728,222162909985860,89755947796110690123341
"+39 58 52804603",807354849762279,222540940662238,83470237974903830046563
"+39 53 6530435",722804667070520,222912381721560,59790591482827878997445
"+39 428 62 18 2183",795937301878551,222095774395315,44663706449697044379741
"+39 44 04533065",968010564971553,222220863638711,37894313444467095097005
"+39 09 15749097",490306684367640,222495896865431,77081567909709790263988
"+39 367 94 54 3551",293359034690822,222224114009970,87950368520067694972868
"+39 61 7295359",129295264968746,222538341808341,96683982594397517812700
"+39 4778 91242282",574755292427171,222995261261288,28681146410629191155140
"+39 543 7172536",726948307411937,222609816071972,26238127551640386394635
"+39 61 00657334",158763386223716,222998030166845,56280323750060393364307
"+39 33 27479303",010007057749502,222384106773104,62882021010883162287268
"+39 27 8379884",648755616484785,222359372693624,12358051279234823227702
"+39 864 6726015",890985321001419,222011071549144,39045933493339226596784
"+39 9299 08979955",096286628122137,222854742107668,95677683830404428644061
"+39 179 46420775",913843055616618,222727658152661,92941015147290864245863
"+39 268 84999237",843216232160229,222685752518865,38750889265667425027293
"+39 732 99 35 5971",287577494025563,222349467293780,24480026286969986015670
"+39 865 26 81 1821",561223955599732,222183690842314,11521409211929992390737
"+39 8233 4494241",541034955740076,222211432979053,58929059481855561892362
"+39 293 2976727",391013630811651,222504505567392,01967035080944527262916
"+39 5891 63590340",508646854008973,222827454729461,41683711935789411338187
"+39 239 6446355",096959472065194,222039506471562,87087612803332971554184
"+39 63 2752756",820538268223390,222320175452735,64023973245763224063037
"+39 641 6213223",988081890369404,222150980746423,17317209217970658227139
"+39 4938 25733986",458086189763259,222040559184695,80851931801647761480836
"+39 936 63464998",949002061462016,222635232764117,53971578357708942981180
"+39 841 33595511",458239749624228,222801753894271,76896270178267896380273
"+39 6622 75944164",249654087190810,222047632541540,22728514371887370952430
"+39 9417 76184006",395301666977561,222356702222825,64935249447552446001273
"+39 38 88618977",346886284124455,222050932795411,77421751555880111729506
"+39 2594 2493200",200150368910908,222673715719809,14797690381614210373513
"+39 9393 33309025",191136378304407,222057978221567,51215333906953480987472
"+39 831 2290176",157076976624313,222593464433114,66763938264077881272155
"+39 823 06147759",768761922953558,222715065591473,35749003988323750819078
"+39 79 1151498",624323574908309,222820421303477,33485493583420270890863
"+39 552 66 14 4754",691536773178345,222786274396052,48361346714812182336655
"+39 025 06485717",893025267889183,222405318723369,50729044044296699379611
"+39 98 0114490",988561392035736,222807325354708,83207180126384107714929
"+39 053 8568054",477026197137903,222720771357488,16770328684865661730422
"+39 967 86 14 1882",668733917384975,222403942519286,30378519384665704732839
"+39 817 4764050",024564982131283,222120403511645,99744327083124293161590
"+39 768 1097763",653792352974473,222018842968160,45673604898844647775101
"+39 519 61 46 4117",377147049054392,222159931036207,91858497384641844456993
"+39 9901 4654314",697103823132279,222953473987639,55200975502112883785496
"+39 909 69063965",788206844702283,222517580001019,25776836953392226325045
"+39 26 7063724",092016179610634,222297283488495,09587154378316307184581
"+39 23 4265828",208250275110782,222041318152970,30863592428976927492979
"+39 022 52 28 8355",358787491524443,222371283018780,78161853293367145116036
"+39 3436 4980356",555626120617213,222604823560375,13101057899376295018393
"+39 531 6705614",209841758463729,222847935173684,30678680896009644666229
"+39 685 58939404",785978656607684,222478060205149,09263896421533536809051
"+39 638 15825551",248377108637673,222248095394274,72461174424384826308272
"+39 13 05267393",281121434813741,222547527319005,49979625763825309303480
"+39 6798 23329835",953207774825473,222986096701422,09063908804726283579743
"+39 6199 33909420",354695417497202,222386559962156,68758776364394092928079
"+39 738 60464742",458835622483077,222331712080734,69124073064097282152992
"+39 21 80412867",604529415327327,222617773684442,84325470673109397391766
"+39 953 0074345",550578877044288,222589074966639,93204414689280826815720
"+39 38 98778217",337145480567723,222306416549747,58020808929058804088892
"+39 987 23 13 9591",624743162679105,222904396565916,20265389722504631399014
"+39 4443 21476276",451318958848954,222525886509553,51425088820298531178559
"+39 537 2810048",921016513338956,222993159452098,46075067810430162015813
"+39 678 57742684",071748902961794,222091869639282,80710125776500126047843
"+39 992 25998501",602094501741347,222859883621883,51556719126225764042071
"+39 11 9044698",823657483177483,222517922643437,24997440196840590502924
"+39 0307 8098588",840171069267527,222903579349473,86704610905408627141323
"+39 496 97 59 2722",180975846408933,222353514951833,82544225603156258337901
"+39 360 42 67 8164",955926432737600,222917559798219,05496565392971775231848
"+39 001 70 49 3763",757398736606032,222358653491184,01723077448249328345728
"+39 3788 9802484",988617151534416,222748722507389,16826338748924876570292
"+39 388 91629285",288300991223774,222066319323052,88604902803712305380975
"+39 940 16 30 6373",105323429221849,222373548235982,90269494239340675117902
"+39 058 9929284",716376651108150,222042840636863,48327939910903902620895
"+39 50 5074491",149140452086446,222982101453720,91518817329922969647866
"+39 51 1794737",425698275732756,222746312208272,70653017790748559391623
"+39 9785 94126889",218061458377397,222853547747510,13581045955962703876616
"+39 7542 93641934",182438195787074,222135249512749,33921684746575146398720
"+39 559 59 94 4743",443497481476375,222372350656191,68732374690024484097619
"+39 99 8120902",671396756044095,222555358785678,15261967951099171506317
"+39 199 9118567",874872975742730,222834535226684,70216533243428435721843
"+39 58 4935528",804426298619920,222996938855924,94987607329659877902667
"+39 34 4220398",599333017805013,222992349250065,99400304064971804580388
"+39 510 55238843",137425327601329,222958580234487,29304731340330408879973
"+39 62 97504542",555056955096343,222364915203714,83399314741014187650309
"+39 5190 2917929",801644102077290,222285699279614,90224623725562845329054
"+39 7595 2472236",779713138707903,222570234635023,59708158100886643761164
"+39 027 8951834",993136586513658,222862707622372,04122522755983762111898
"+39 62 99992361",592856490433165,222039195512595,78934406822064033681832
"+39 48 6497761",613516503086054,222506813560434,15692309521913408892461
"+39 999 1328238",179587882905590,222520545086662,12869792232035074588545
"+39 785 26 52 7011",443169745322014,222462223136501,56081066097922953022492
"+39 369 46 82 1831",337427540981569,222931726755020,81556463231515924276948
"+39 64 6390332",328961022840142,222817742717385,42247321313616867199648
"+39 0935 7147609",549018056411523,222581078453082,32406950298321856373667
"+39 951 2166087",432364282651767,222720729777920,95113123579766355787756
"+39 52 5834594",643229660791698,222201799773693,60560428347930350902887
"+39 8154 8688798",090022530822084,222977600437753,82668954071184013095737
"+39 758 55460734",383499093237569,222470449763382,05757783871477802140682
"+39 181 42 44 0315",952548704968748,222127065412461,07207249838066085549515
"+39 7205 9009909",310512730590485,222022919941102,91277000760931529647357
"+39 766 20 50 7379",396127201945527,222539242153722,14549189006367425624316
"+39 56 2807636",696254302380060,222389102298252,90331563377548298891400
"+39 36 46800021",866007594225714,222291691553615,47511914224434271634483
"+39 327 76 51 1657",299456037690215,222116097362463,37039484412471404551481
"+39 3845 8127236",629226388212369,222759605857205,36916499471260137407285
"+39 880 59 41 6071",172580898700581,222993326291828,75057529219279728882373
"+39 898 80 21 2895",688275379596023,222320347828294,35349670361669980422761
"+39 786 44 93 8100",947542630111976,222097546981678,81071780799723354687579
"+39 5921 3166814",701125906581944,222540760238665,58554463608960359367124
"+39 6288 6379684",549163755305152,222771201220415,61185214798748818847036
"+39 048 28 39 1938",426726809572536,222167339825890,44905656959079042321529
"+39 74 8797644",311016948990189,222751597310987,21058862159731767116782
"+39 4466 91999434",423326005280761,222017573353256,37783005743448231319267
"+39 327 49419383",228232568821149,222938758871946,96341656751121297390726
"+39 08 2719985",764337794267965,222734082240194,21010296408783309797071
"+39 59 7874613",298944658044656,222170314846767,12781607102785814068420
"+39 6629 5033000",261472143065089,222769197602420,04909322889061702548785
"+39 79 9715556",850658769158227,222280479154236,62242157763704404221921
"+39 493 85 53 4433",260170275084677,222346122525318,82047140784481003411585
"+39 8664 31577897",953525828551005,222087016994077,86390953049525256965472
"+39 051 35 24 6973",070865019171439,222513240181934,29896743732055919601500
"+39 79 6396914",503063079447199,222877137948643,98618981190863821589975
"+39 65 83703177",664843735734733,222764690577508,61038161590243245710280
"+39 9841 4358286",090485987452822,222439750102649,85358514758344542756007
"+39 147 9536122",842273645008421,222248983718879,03619704730079187418517
"+39 3427 94437905",097275815736279,222808143979825,67285040527574335736137
"+39 2033 10657313",238298856826064,222780645979729,89498775298171557102851
"+39 61 3612214",991377715296110,222804004177636,15055829632834740422300
"+39 1948 15852850",628059300866371,222007536629132,81638117085085511040397
"+39 516 27662569",228456109031765,222342050782004,36585527271326131115636
"+39 769 30056783",435712159016695,222943796753635,90150657587088585639208
"+39 8077 0093139",361056542533588,222183302369057,22027011014332099527633
"+39 84 8138354",747383024062760,222585985537194,22606263096566396997224
"+39 3798 2244615",004596097735644,222816588232971,27441180196715651109420
"+39 43 9268386",246071784998358,222466029015093,94679155786190266041015
"+39 1536 80234786",829588573132019,222436240787710,19060884938256413907642
"+39 99 0512271",242888884299187,222499334899194,91940773751773067485273
"+39 47 85358551",916897999826011,222275585311426,60693585997484576047531
"+39 34 7051955",658004568494824,222292902303050,46386797102269484449208
"+39 73 53613882",074892485317946,222549791514712,35666610424388405253729
"+39 59 9923907",810126799795912,222405273708102,01298872649746078929490
"+39 3726 33565373",501792391158918,222819516210091,61426688267115743219218
"+39 822 0241955",055973023981741,222660277724283,07559259025159092365599
"+39 544 5715387",486498437054769,222926314397989,31178019124797745356611
"+39 810 55 47 9440",729206113320470,222285889623108,26574559244478494677206
"+39 31 93545984",422165768818404,222882984161072,41293696879920153684107
"+39 1756 23263588",695512427440783,222982090364476,24195683262675673680138
"+39 86 6916517",910400298327967,222945124206589,31446623610948226719548
"+39 173 68 80 1896",061216435065667,222171787309569,12344286273994831334171
"+39 1934 71793235",106961209167275,222008906836525,03244881540518968005661
"+39 832 01223708",472672766295054,222105219841450,38698111430600802692599
"+39 55 31005777",289046004121922,222226675981213,59022112160694241015576
"+39 5973 41198445",823136769646578,222487219396328,34314646311475321365544
"+39 737 07211595",327509561517703,222668581733486,16807948882043810485411
"+39 228 42 51 5632",982258759625508,222575387192473,95851943006231628299683
"+39 65 8163930",560538853711530,222912025244702,96524546449452920096905
"+39 921 10 35 1366",413775968156321,222723099850403,18491788525249139293176
"+39 615 2965029",626307053255652,222816659038630,82955494466330437054600
"+39 534 54180170",772450717382686,222077985897856,89694557432622707216927
"+39 11 66117662",974767272716610,222429797995343,99841372854105824576674
"+39 379 01 33 9056",264405830494623,222147016180279,23504774994021702470185
"+39 5081 92436119",966435164576258,222561232652029,01999440218785060436030
"+39 3295 22367517",738236296248478,222096615603914,56586803573287178282571
"+39 41 2604111",966673933925097,222058956696110,47165683731642463500009
"+39 502 62 47 8462",565383923831348,222420362660281,59510479715040275168653
"+39 5079 03297095",310985571772513,222244823811306,44666142540090863364031
"+39 172 72 77 5986",739863389878975,222605925930847,31043470978026676651567
"+39 17 73297948",566173969086389,222736692259070,42007219897257127317843
"+39 1725 2749316",632391717827934,222080845815652,57836251290908213252424
"+39 936 28 64 4981",833128717691473,222824867502550,25345785478553612336345
"+39 253 54 14 5873",468555498568987,222225352437521,82902172869627689749145
"+39 30 10576979",442763879383312,222045236741476,85145975686223637550327
"+39 034 46 04 3265",285658123045164,222684341151101,61764834780058825014701
"+39 7877 7519678",303903258677342,222924131374059,61986740447106952656566
"+39 848 94 52 9856",037354325950564,222000308351699,32584817952050300589378
"+39 8758 41352603",852442492630879,222179185197182,08309575720984424122642
"+39 499 74 18 1320",856909103589831,222924270181240,42425427249198446069723
"+39 52 77637303",544514857224375,222415277401465,20855531259423384473161
"+39 7995 3142781",706244249982357,222336047522209,82318302070422087554933
"+39 574 6400417",674737712859513,222192402807531,62384093907437609741904
"+39 798 2667214",333355855470981,222060568563684,31178001537274287486429
"+39 117 1455615",974197317188361,222641860831250,79651956782525729048594
"+39 612 3418809",011947007519035,222688503553371,92469494802972929849780
"+39 34 47224444",261224150923662,222913714800691,90793851440781996959673
"+39 10 3800210",218850417667389,222368274892940,92507593182325257907709
"+39 8900 6657440",738632588301621,222919007501303,79741286409142937331205
"+39 8188 10962181",424081382244059,222161942391573,84462077669010197408077
"+39 52 4357513",509376046989786,222158411138828,99472508324447087509571
"+39 0312 3612844",926242548504793,222371354338367,50861629112990549008882
"+39 5966 2378225",573939858806256,222457019800660,96776093811886567248865
"+39 3271 8916616",862101460644829,222649386437207,86958894155882335228715
"+39 96 45976099",720437740757888,222771161066937,67225964300963612201930
"+39 1477 06169777",519608831686963,222162027246307,93458976909830532768384
"+39 20 78336464",468429421595253,222150229993820,95718851314519980898679
"+39 7174 1586968",649366893011124,222356878733924,39994949363402146862092
"+39 18 7916636",108101163623561,222991812548347,15341175815053015950702
"+39 664 0992225",914918884020924,222949604080863,30381409822953002260755
"+39 613 2832445",767335250533208,222572723838344,92667791588768048618810
"+39 94 3366226",707318101301705,222204583067553,67642674257924412640134
"+39 075 11 56 0147",095865972529038,222199316990546,65763372434599915506653
"+39 183 20 53 6641",345760776992342,222104341659633,28586212855942280809875
"+39 8616 75651580",346247185134061,222485744845951,29916554560502268620452
"+39 922 79 45 3231",029614481188444,222984554546467,50483055221148641289546
"+39 729 20053124",325820217075265,222680641856365,64935815656097337269898
"+39 539 86 29 2061",393140776182775,222693093901636,86209727776209697557671
"+39 580 67080616",076351977997770,222638666669399,52750957355829870867550
"+39 36 66345910",689355603197787,222272516140215,63138353116395954870607
"+39 5020 87880551",988050542968889,222873437135360,22311440424827181879750
"+39 7929 1512268",191449658539075,222949984348280,46532029275834368848734
"+39 534 8724077",835577660178037,222807133637155,15235329633526996570559
"+39 6358 80876728",712303335364680,222412959060147,14243743426987639234274
"+39 23 2544710",207339785924872,222380983929647,74381695865604702332051
"+39 2215 43899731",602570235094087,222676096099291,63017395853864998125652
"+39 518 1353446",484443306838910,222760032570300,85702750689988620590667
"+39 7295 5280095",669048414485277,222361497969672,77782509826618495435821
"+39 091 66 22 8062",805503267413813,222925267026358,46737652671024740188288
"+39 83 15420465",748117618398407,222121063372354,75625434067394481205578
"+39 993 02 57 1222",693751241910702,222245260907257,57790625616908991587492
"+39 670 5999323",670684774812754,222022065287367,83242624082645609498971
"+39 9427 07910187",922161323716147,222419607721712,36617208586597466695694
"+39 9074 71755220",568750935643852,222536200182703,68972183619519102663777
"+39 73 29741995",962082090888227,222816776064621,27663026354591184725295
"+39 9920 0442611",527984250167862,222038175921164,95614063970225619101822
"+39 401 9362180",550077782722153,222020465719742,23521740195561510414138
"+39 205 57571476",385683692359001,222132395014432,08216239289235768318447
"+39 3323 4030018",636688363169511,222892540858558,83052933816302725381643
"+39 063 09374302",964108701036787,222417838966270,32466991335734499048270
"+39 25 93091130",742297344880013,222459419737896,01805094784437827759220
"+39 4030 7663225",131951483632564,222088966669981,92575507968374694543658
"+39 8317 1383666",314982304776016,222909121166347,44376978843779080446223
"+39 528 6730584",086013732183959,222056952378035,77329849525168676341590
"+39 96 63744593",201868220257155,222794219864170,66649884811417613615947
"+39 858 1650442",234029860463758,222920490731974,97674997412930681674808
"+39 881 26831505",481143119321343,222203819374027,14693419730058018539064
"+39 1233 1323057",706640856127345,222899219172913,26535137134047397197566
"+39 4326 5535998",201978192977456,222061517917268,02054487396175618534822
"+39 43 84311367",839473087532764,222418077316700,91082080716375599038182
"+39 833 54479461",036867186704292,222563568011249,61221529502276163295126
"+39 512 6772747",700611931929787,222764831585495,82339490836802608121804
"+39 604 39438264",952015374429278,222398809483214,85021599925319135127663
"+39 127 9677533",422547371869785,222710828953354,02494754656781294851145
"+39 5660 96501031",383271393168517,222449916593064,88107599971759290545668
"+39 823 72516293",441060083843186,222142010673228,63805553380472088013309
"+39 9020 8761456",110246730020449,222837262532811,59645299408453356823967
"+39 97 22784702",093809322439755,222708007247967,06535781747250306297917
"+39 91 09199113",803612740202081,222300523295386,29300791668108799332634
"+39 84 4799179",579163590517527,222191925306919,72575696664838564019841
"+39 86 94762170",380254327192848,222853500472740,51406374322052432399818
"+39 573 84 27 9570",900393679405001,222838028433921,27274804211670367931492
"+39 70 6994408",187284782921543,222420595416230,18763595796637663747017
"+39 69 28210037",521369961853404,222707035914336,26912581552883750349922
"+39 9101 8505178",099752848462055,222879568052118,03458856218434915195148
"+39 155 30 65 1575",838146368602933,222212255053108,45308627436493906566554
"+39 8410 1124420",562258284152984,222558324660168,57514539997224825154146
"+39 49 89721027",804838372065905,222792305098596,74501610253234289857991
"+39 2242 69574815",556346912022170,222719424134580,12822895038748998530285
"+39 814 43689750",593560804627350,222263202493467,25151289170436768018015
"+39 5307 0757481",858021275403052,222220684967263,32230181828990024041696
"+39 11 92921568",708042351679201,222830198229642,58719337071972104316567
"+39 742 24 36 6319",641407141219974,222381469049532,74807301222042569136118
"+39 1743 19404572",952843917851884,222088748114498,25491248115973296079922
"+39 2337 62304732",973204745128786,222061348473244,40322359497334044169167
"+39 10 6494956",880627683178540,222479862066739,76705674670182198816642
"+39 8166 0574347",575645278345472,222933470534764,67298795280366451209192
"+39 40 81629468",832526783736976,222312628823498,85512030202046420081927
"+39 7282 0732176",223123411388193,222343098023273,03006291386575180316646
"+39 00 5249012",640174385390587,222112767902423,05119070281209749682610
"+39 9389 39120677",743744654012579,222740104369442,11671435078337041433901
"+39 971 98 93 4847",625234307510123,222180961266345,99718962483485749892092
"+39 4448 0785772",312575686730163,222786536494248,04311795993782755738666
"+39 644 76 35 6675",061763487014820,222578057392250,58658452093327263017221
"+39 0689 8684516",503663561502649,222092756484168,94115769900653570948614
"+39 5248 7311078",536457898289835,222399543627040,19762265657192191943040
"+39 976 48 88 3819",887063043835087,222257262872232,03179860776219125470967
"+39 4938 2144202",627428331887428,222764532436357,06018355935893994635012
"+39 65 66543614",458914918925107,222293205822373,58752627652135771245514
"+39 9541 0660879",383269853884375,222199211578159,99509743898029607271514
"+39 000 8351522",781846758321559,222652926303486,65262850211309201735291
"+39 4330 46332745",020993055252342,222514314050471,07208536309953617643792
"+39 43 3546231",354031886836847,222631131335125,57345917734265348210684
"+39 955 25 16 5456",630114945803580,222512169475798,10430215404049531553347
"+39 96 22682240",629617480691486,222835463609311,12706135797808043855567
"+39 46 76196458",553328160130296,222809978767692,76260642189800694704768
"+39 176 06 49 7200",409565841186793,222575814336034,72972374615936087394221
"+39 311 55975186",420809223959236,222008646850792,03821219921062597589384
"+39 1248 64232386",930177887221407,222734429645785,97364108879907249674715
"+39 348 7070477",868146911430504,222734319997023,22060238710281116381835
"+39 95 4045108",559859563575483,222446009563092,05882629669524943835495
"+39 04 9560371",290050709290617,222453231613478,52954474698690974256397
"+39 298 37312792",467740031353060,222487341981811,05228005121577817230464
"+39 07 1192724",961024087067598,222697993081638,25984188765673640374335
"+39 139 75 50 4334",157279699989324,222532364009891,06768646366559033385081
"+39 7467 41724451",198467891369533,222952112419138,71520558106623180201791
"+39 56 94235711",177175191674677,222217979587961,86942795363739903324514
"+39 524 1291010",044643610402971,222948420909552,77942514450436377641550
"+39 833 18 90 3293",827411349884411,222782913979775,00368195453625014415517
"+39 473 4322945",237475424554078,222071661402451,94962149318209018566198
"+39 7706 7528895",170298508910985,222544736965064,85828632206728286453450
"+39 877 05804212",591368884504438,222590646739208,30950896929625322471905
"+39 09 3599361",052344302784664,222218444025213,07434948278520330455745
"+39 3505 48814497",394404440591624,222777797726219,84003067816138110816230
"+39 11 4960882",506163667441096,222567475526443,07427980400539915726810
"+39 540 68791390",139273812779095,222235832836025,84375656320412087504718
"+39 500 8910870",106084530130738,222774667767222,87017014097617770992059
"+39 4452 64652472",930824922314271,222722118243395,30028904059401304490251
"+39 55 47662296",582478566946574,222175282668254,99780466685294886394602
"+39 6588 0231981",659033047067207,222699696921527,82579855873631844617532
"+39 537 6475789",530072196730764,222211992245712,63437901880203112171215
"+39 3354 0371568",369167501994992,222316879582201,17856096361746275189601
"+39 941 7164145",205182156379207,222850696857714,73316271087718303796532
"+39 835 99876712",422866526835487,222530237592790,15794924105964489189175
"+39 12 31923561",269884957445201,222872517292432,53745129725810695311581
"+39 46 4266814",956502893147933,222756620200430,54778314272678609482712
"+39 063 39184968",198771873364358,222455215181080,55708161916704120793715
"+39 5392 5316325",785525008260652,222246453006311,47197871450328817537002
"+39 6930 64907499",804529848716706,222594069697551,09598850178062008004965
"+39 80 0770290",255827706244785,222936696963361,25627381092360504022444
"+39 04 6976906",032319220428839,222408147087741,44119034316103737416434
"+39 981 54 83 8495",237726947285693,222606288903210,93493088753009651381331
