id,time,from_cell_tower,from_number,to_cell_tower,to_number,call_length
pc@co@02@000307,216657,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000308,216802,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000309,216910,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000310,217172,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000311,217669,1314.15011,+39 56 46256015,500631.24304,+39 7046 53021325,143
pc@co@02@000312,206792,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000313,207068,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000314,207123,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000315,207391,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000316,207528,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000317,207887,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000318,208131,1314.15011,+39 56 46256015,500631.24304,+39 7046 53021325,63
pc@co@02@000319,214783,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@02@000320,214992,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@02@000321,215089,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@02@000322,215380,5665.15006,+39 961 4403833,500631.24304,+39 17 7129637,0
pc@co@02@000323,215468,501204.10950,+39 637 9942880,500631.24304,+39 002 68496598,0
pc@co@02@000324,215788,501009.24303,+39 192 7198067,500631.24304,+39 015 48 61 3086,0
pc@co@02@000325,216200,1288.10013,+39 56 46256015,500631.24304,+39 7046 53021325,98
