id,bank_office,phone_number
4151617460455330,2002.1650,"+39 42 3464447"
4615298523339298,5696.1613,"+39 530 20 18 8159"
4676403139752092,1020.1680,"+39 825 9333625"
4615135162145927,5164.1626,"+39 796 3719062"
4083288817228821,7601.1694,"+39 872 2913459"
4230567312120241,3139.1600,"+39 2836 9841178"
4084248370341394,3069.9599,"+39 47 4467051"
4866643305703235,3002.1630,"+39 470 1851747"
4089793923629717,3561.1600,"+39 336 4567997"
4856669257144047,7601.1712,"+39 76 62436813"
4103225522530691,3069.9550,"+39 627 5502942"
4995602830611283,1030.1625,"+39 037 3982698"
4361767094370060,1030.1665,"+39 764 62 37 0036"
4225073814244594,7601.1649,"+39 960 95 46 2388"
4550004097865149,7601.1639,"+39 735 2752103"
4210090612207844,6230.1658,"+39 56 94235711"
4009604971487832,3069.9462,"+39 74 0897090"
4602190909836515,7601.1705,"+39 037 5429820"
4919675943130790,3084.1600,"+39 4945 7309924"
4201258991032262,5584.1655,"+39 271 03523541"
4430455389323021,3084.1600,"+39 11 7128369"
4028643836145059,3069.9515,"+39 270 44998230"
4803628655281995,7601.1676,"+39 972 31 64 5398"
4320752138633269,3069.1603,"+39 046 4963950"
4104489411952387,6230.1681,"+39 58 8885199"
4098195154323045,3069.9522,"+39 1200 8713079"
4919493315320738,3069.9576,"+39 0527 57127501"
4599261904759682,2008.1621,"+39 4790 9475366"
4965507110676821,3032.1616,"+39 7597 64030427"
4797066805545035,7601.1636,"+39 130 22597626"
4147279505343786,3032.1615,"+39 213 77 52 5894"
4310234788932228,3032.1609,"+39 2910 96669552"
4373358046386382,3069.1631,"+39 0391 81420101"
4227229359526724,3069.1605,"+39 772 21 59 5922"
4470590142711186,3069.1637,"+39 48 11856796"
4898250251921951,1025.1612,"+39 4947 4024260"
4054486020451348,5584.1644,"+39 748 22389420"
4935784425276913,1030.1638,"+39 8949 0464882"
4484791096528295,5048.1692,"+39 59 2288946"
4267009102699858,3268.1603,"+39 74 8893657"
4376174983356321,2008.1755,"+39 20 4116784"
4646354407322752,1030.1636,"+39 723 45116886"
4432928263617971,1030.1609,"+39 401 54 75 7474"
4311672196845640,3069.9786,"+39 300 00 46 2717"
4820125373861629,3032.1614,"+39 2234 41942611"
4838407073287093,3127.1790,"+39 739 7955854"
4258830732438867,1030.1635,"+39 033 12790840"
4129687766229795,1030.1609,"+39 9437 1224009"
4698838786371007,5048.1661,"+39 2337 62304732"
4720219507232095,7601.33572,"+39 83 67040086"
4118593394187392,2002.1650,"+39 81 3975358"
4716871748623106,2002.1618,"+39 82 89662392"
4101474433111967,3002.1606,"+39 786 89422515"
4717909649056619,6230.1607,"+39 37 60100458"
4555509356554114,5034.1665,"+39 967 43 72 2928"
4109984184693411,7601.1638,"+39 21 2386169"
4889326548422382,2008.1610,"+39 759 96 47 7463"
4431877731039378,5164.1612,"+39 728 27044964"
4610167876731044,6230.1746,"+39 383 07387816"
4609761173017157,3069.9742,"+39 77 3077910"
4912912980302033,1030.1794,"+39 40 41925302"
4216590075336497,3069.9534,"+39 3088 4135495"
4577878181256250,3051.1601,"+39 021 97 88 2190"
4892984045004536,2008.9470,"+39 877 39155454"
4571524851690115,6070.1789,"+39 09 1463348"
4097526671236701,6230.1657,"+39 7136 89577402"
4858653426583853,5048.1658,"+39 21 9427553"
4083634807318827,3069.1626,"+39 3918 86536709"
4418189236664545,3069.9463,"+39 000 12778707"
4044830912726759,2002.1608,"+39 41 8150800"
4597050699797664,2002.1631,"+39 23 5636411"
4737017110831936,5048.32460,"+39 376 55987204"
4360171654380950,6230.9467,"+39 71 53260179"
4337273889629589,2002.1640,"+39 2398 9736877"
4182542395231718,36044.1600,"+39 770 03 42 0644"
4593044222502885,7601.1729,"+39 303 3167805"
4484774019356549,6230.1600,"+39 96 0323591"
4275046983356091,6070.1797,"+39 857 8251758"
4765843845982743,3032.1602,"+39 9260 8585400"
4775217546775839,3268.1607,"+39 13 50841947"
4767463708900449,3032.1613,"+39 89 6051933"
4935707256744782,2008.1615,"+39 378 54985723"
4628266522319467,3226.1607,"+39 81 5659709"
4747122988638831,1030.1601,"+39 00 2797157"
4704227652098161,3069.9557,"+39 134 85 20 2154"
4796843739391160,3069.9509,"+39 9860 77282696"
4970256674597063,3002.1625,"+39 088 21264189"
4655868527451439,6300.1600,"+39 784 4694600"
4696695013510977,3069.9484,"+39 370 33 26 8248"
4597286881663062,3002.1623,"+39 427 35 96 8296"
4056210167047794,3002.1702,"+39 63 64270462"
4081265058930085,2002.1645,"+39 3626 9827391"
4594719886834638,1025.1613,"+39 6191 5221374"
4903963291755907,7601.1668,"+39 3100 12730931"
4737055911755821,3069.9503,"+39 70 4084624"
4030601247933121,5040.1629,"+39 958 4835808"
4472079888528135,6230.1655,"+39 53 41999310"
4010653694134640,5034.1622,"+39 388 38692777"
4764806380084721,7601.1682,"+39 7380 60324302"
4628780362769078,2008.1748,"+39 437 30 42 4442"
4042371189571976,5728.1606,"+39 80 92995041"
4735709198694614,5387.1604,"+39 654 18294460"
4918860568308043,3069.9534,"+39 0342 10256978"
4257618615785012,3069.9576,"+39 95 79757644"
4385793685604214,3069.9511,"+39 70 1570571"
4165641203765973,3069.1637,"+39 02 51167527"
4719664966477579,3104.1607,"+39 4055 17209549"
4356833282009337,5428.1601,"+39 157 2739749"
4364199453815922,2002.1609,"+39 002 7332360"
4575620632457133,2008.1631,"+39 322 9191250"
4838169592268133,5024.1602,"+39 017 30 99 2621"
4618804917961477,3069.9471,"+39 7282 42503944"
4084816936921188,3032.1600,"+39 47 70891774"
4336854023669028,7601.1701,"+39 1517 8937357"
4959305451655472,3556.1604,"+39 46 03934055"
4426356479422945,1030.1655,"+39 09 4867293"
4536845978381260,3002.1625,"+39 237 53712990"
4826222029150418,3069.9569,"+39 72 7651649"
4475872455396184,2008.1645,"+39 3442 2399779"
4058121238914128,3069.9536,"+39 58 21783393"
4708110245476373,1030.1602,"+39 71 9417904"
4482725886107417,3069.1669,"+39 0636 1967638"
4211421741169895,7601.1604,"+39 6897 57400143"
4114233283009324,7601.1711,"+39 817 59528217"
4273270977571893,3069.9515,"+39 529 89361001"
4993081390621481,5034.1622,"+39 5625 2935818"
4203664054661723,7601.1638,"+39 558 5312520"
4742859886211741,7601.1705,"+39 3483 35934959"
4717001277041582,5696.1623,"+39 70 4406461"
4638491963604163,2008.1778,"+39 1030 87431352"
4557133317892352,6906.1765,"+39 78 3304919"
4349852326828841,5034.1615,"+39 419 97622973"
4479957678950879,5696.1628,"+39 4210 4220965"
4398385634534215,5040.1607,"+39 51 05970884"
4952935704636908,6070.1789,"+39 64 9924561"
4261266146135903,3069.1617,"+39 274 46791759"
4811563741448276,6230.9562,"+39 618 5604795"
4981741108914767,2008.1618,"+39 68 0300730"
4108969577007973,5584.1722,"+39 9749 0224323"
4412406671380577,2008.1601,"+39 005 0721633"
4245954377692376,5040.1602,"+39 3238 93353462"
4861327340545232,2002.1799,"+39 90 2424396"
4773623626515221,7601.1637,"+39 209 54 49 8503"
4959028663874851,5034.1627,"+39 819 03935622"
4542692773965398,2008.1606,"+39 592 1735980"
4302060245846788,3069.1758,"+39 337 05590904"
4269231472136802,5024.1605,"+39 83 95512058"
4547454052262483,1025.1798,"+39 988 90 55 3202"
4730856997182773,1005.1625,"+39 180 35851775"
4305412599007276,5584.1774,"+39 935 11102498"
4136026256205380,1030.1606,"+39 7995 3142781"
4865120336404324,5048.1797,"+39 347 13923299"
4583775094923749,3002.1637,"+39 96 91491944"
4551307807431451,3069.9463,"+39 746 83575558"
4652560026082046,3104.1618,"+39 960 8245003"
4266957317795120,1030.1796,"+39 1519 2927508"
4967240427711036,5040.1611,"+39 363 53303553"
4821936303359461,3069.9463,"+39 447 91 37 8084"
4816844965155135,3002.1608,"+39 06 5292441"
4115244069695599,3001.1630,"+39 11 9713410"
4510035369920575,1025.1647,"+39 53 72246330"
4339753962734073,5584.1651,"+39 781 50885658"
4100497389251041,3226.1606,"+39 8080 1336709"
4105115768900518,3032.1617,"+39 71 5882795"
4371201683742750,36044.1600,"+39 323 2042703"
4658830261895186,3002.1796,"+39 2795 0284025"
4397127526786490,3069.9451,"+39 5939 59193770"
4387581441355009,1025.1670,"+39 32 26094217"
4927020704910496,3069.9448,"+39 290 52846900"
4995523087440756,1030.1786,"+39 282 8393982"
4229646624624711,3104.1607,"+39 1221 6982559"
4653885767085422,2002.1622,"+39 8786 7103908"
4472722295884860,5040.1613,"+39 4266 7672193"
4492296634087184,1030.1654,"+39 525 56422938"
4602219677000556,3032.1603,"+39 88 37233859"
4139388555903298,2008.1760,"+39 8253 2462794"
4059561191620106,3069.9502,"+39 461 69680851"
4550204004299511,1005.1625,"+39 6605 6193486"
4413749724901181,3069.9462,"+39 002 66 53 6903"
4161131229061452,5080.1601,"+39 4724 44140016"
4386450435512663,5040.1621,"+39 4628 78000401"
4685730606076772,3002.1608,"+39 10 08139440"
4831994112561957,5387.1603,"+39 25 45662336"
4384542897028725,5034.1640,"+39 035 84 61 1854"
4658602450810965,5164.1604,"+39 625 45315555"
4215454910399866,3032.1608,"+39 15 6703317"
4501488003383778,7601.1616,"+39 967 92898352"
4782395685329682,5040.1622,"+39 5032 10477509"
4816184108040146,3069.1680,"+39 73 0054047"
4276552007455057,3002.1610,"+39 751 4219927"
4974737216470774,7601.1704,"+39 511 5104925"
4283808628274140,7601.1681,"+39 237 47707987"
4062936089619375,2002.1631,"+39 988 12 35 3291"
4501092641750222,1030.1611,"+39 306 04 54 4905"
4178788464749595,3002.1625,"+39 495 97250485"
4513772847127442,5164.1627,"+39 696 55 44 5457"
4531693532247006,3104.1603,"+39 6638 25683642"
4292852523949496,1015.1603,"+39 81 82873673"
4184714289107191,7601.1666,"+39 65 57771210"
4851507561401783,7601.1621,"+39 21 21497159"
4817610293323540,2008.9429,"+39 02 8199490"
4301213094658678,3127.1601,"+39 8827 54386730"
4124284314942619,3069.9587,"+39 7317 7925498"
4905343333203398,1030.1643,"+39 686 88872310"
4716239235396893,3002.1636,"+39 8526 7722760"
4085540297640877,7601.1689,"+39 851 1641013"
4543159807362728,6230.1606,"+39 3683 9095468"
4476854277338700,3069.9553,"+39 329 84 78 5848"
4100771966920750,2002.1648,"+39 150 70499447"
4074720384083818,3032.1604,"+39 74 59800962"
4895599458016848,1030.1639,"+39 117 10026009"
4593518751383817,3069.9558,"+39 61 94700466"
4064803925768956,5034.1634,"+39 007 38 17 8356"
4789786367384818,5048.1663,"+39 542 47305455"
4479154602652579,6230.1600,"+39 4568 97880859"
4804169750842943,3226.1614,"+39 64 03028279"
4641833133959396,7601.1633,"+39 85 5595805"
4385861728446909,2008.1603,"+39 577 05283268"
4584412521862790,5584.1773,"+39 81 8606640"
4023800074250059,7601.1643,"+39 271 6911436"
4089623717051358,3069.9504,"+39 48 1378455"
4417246589097441,5034.1606,"+39 094 95280684"
4924130426971149,3001.1630,"+39 684 6680270"
4283658543695956,6230.9582,"+39 9155 4538966"
4350484277733899,1030.1654,"+39 3702 4256860"
4759542519908871,3001.1630,"+39 724 6864388"
4082041489658598,5696.1618,"+39 63 2752756"
4644333187827505,3002.1611,"+39 4732 61481913"
4217700625098815,3069.9565,"+39 8348 2155443"
4443957514115045,6230.1610,"+39 360 60129152"
4652836208338731,5034.1615,"+39 0538 1962939"
4417584326525864,3556.1615,"+39 6761 71956677"
4674925010551187,2008.1610,"+39 988 1115229"
4841885501034374,5584.1772,"+39 0658 52172893"
4293083094369380,3595.1600,"+39 4914 5157268"
4501041403930092,7601.1619,"+39 545 34072293"
4914547641442535,2002.1785,"+39 52 3629960"
4406374202782406,3069.9586,"+39 759 77 56 9069"
4463578675800053,3069.9557,"+39 811 46 21 9802"
4955728117124290,7601.1701,"+39 6596 59235031"
4345389680055962,2008.1640,"+39 207 71463892"
4402338657924510,1020.1681,"+39 07 6909068"
4282375529156470,3069.9511,"+39 17 4130092"
4081465135246485,3069.1758,"+39 466 6601964"
4482687957996054,7601.1609,"+39 35 8350548"
4584019072321215,6230.9572,"+39 219 1879361"
4724287694989690,5608.1612,"+39 6494 46332590"
4949501284619726,5696.1613,"+39 116 8839251"
4642815098455030,3268.1605,"+39 018 58 83 6876"
4991521490495825,3069.9537,"+39 91 6318628"
4010896208764614,2002.1628,"+39 9573 7191176"
4809908452271223,5040.1613,"+39 095 36719934"
4648932293749374,2008.1757,"+39 8195 3815233"
4579695349275339,7601.1679,"+39 25 3638574"
4587605476550859,5164.1617,"+39 691 46908133"
4573900194186672,1025.1640,"+39 833 8228355"
4129305122067698,1030.1653,"+39 99 3071043"
4053780307034772,1030.1645,"+39 06 0235234"
4855257431513567,7601.1648,"+39 2330 33724509"
4061711424142057,2008.1749,"+39 989 87507955"
4347714220714133,1025.1627,"+39 17 86277650"
4540449138810591,3002.1625,"+39 547 77 71 7779"
4432550431094279,2008.1642,"+39 88 48823192"
4134152109178517,5040.1604,"+39 627 8295485"
4360828098014780,6230.9467,"+39 82 3883886"
4102419391075737,6230.1630,"+39 930 51193215"
4990067181854475,3127.1604,"+39 0454 8697567"
4642110184825811,3002.1796,"+39 1093 26599847"
4919369387477624,10681.1600,"+39 533 29 45 9897"
4469511230521579,5584.1722,"+39 91 9914214"
4021894770293176,2008.1752,"+39 1383 3437580"
4383660892803891,1030.1613,"+39 76 81691894"
4785805685841293,8735.1601,"+39 34 4220398"
4802283399894470,3069.9456,"+39 094 27317522"
4766259543579336,7601.1682,"+39 44 4980333"
4840452002618121,3069.9553,"+39 60 40429251"
4077069457241748,7601.1701,"+39 2025 91605845"
4581664203641909,6230.1610,"+39 64 51309406"
4542558641098946,5040.1622,"+39 2133 22727174"
4101593624288712,3069.1749,"+39 51 25821894"
4562992827770454,3002.1610,"+39 4191 5193211"
4235760665109847,5040.1608,"+39 4622 6771017"
4633040934256408,1030.1665,"+39 14 4541831"
4291375878744537,5584.1606,"+39 603 2371401"
4364722141707928,3069.1628,"+39 229 2999024"
4929453575318424,1030.1611,"+39 7227 42053312"
4928956155935319,5164.1623,"+39 95 94868760"
4876508362886116,5034.1602,"+39 906 60879345"
4476310178508669,3084.1600,"+39 602 36421312"
4455721520713648,7601.1670,"+39 47 8110983"
4147925234284853,7601.1710,"+39 8282 9895117"
4350794065807949,3069.9542,"+39 7264 52173813"
4311818397996183,2008.1755,"+39 31 12344976"
4907523312931683,3069.1642,"+39 67 8848147"
4504634245396279,2002.1799,"+39 251 93 01 7121"
4836847308122031,1030.1603,"+39 46 76196458"
4113692978790889,3556.1613,"+39 870 5230507"
4885834084931892,3002.1641,"+39 93 7979715"
4393771610162433,7601.1710,"+39 654 83157624"
4810752613935715,5048.1792,"+39 9026 52150788"
4561715586730240,5696.1632,"+39 145 05288340"
4484559608796597,3226.1600,"+39 716 5263321"
4114939981643665,5048.1679,"+39 2546 88728595"
4358357486745767,3069.9443,"+39 4942 79499028"
4194686032455531,2008.1606,"+39 2593 09187313"
4494114153479823,3032.1613,"+39 814 62 02 8724"
4725245496505147,3069.9484,"+39 23 0908209"
4962107129512407,5034.1620,"+39 013 61611199"
4302331949140491,3069.9742,"+39 4456 80551127"
4376570251808432,3001.1632,"+39 395 2444087"
4359571299375757,7601.1675,"+39 571 9573097"
4759354625443888,5040.1790,"+39 4790 4100355"
4289113074838801,2002.1665,"+39 70 08895559"
4360640827423251,7601.1664,"+39 344 5731338"
4109969226151239,7601.1627,"+39 865 9969522"
4719700402371008,3069.9456,"+39 3164 2749765"
4678064955773626,1030.1632,"+39 340 6051034"
4263760913560218,7601.1634,"+39 4272 7375606"
4234290018697398,3069.9521,"+39 652 39332075"
4065851803635002,7601.1655,"+39 208 65166707"
4571027608640581,5040.1794,"+39 8249 46709093"
4562234942241479,1030.1791,"+39 558 82 04 0893"
4926856626319782,2008.1600,"+39 97 20166880"
4903876783430997,5048.1685,"+39 3880 91181427"
4728171504879976,3204.1601,"+39 7833 53809599"
4094551088642898,3032.1600,"+39 900 55 86 4656"
4139143827654488,7601.1729,"+39 10 43650390"
4720326086746633,3032.1608,"+39 7754 9970478"
4677086594710132,7601.1693,"+39 239 14545427"
4470034994648592,3069.9486,"+39 3930 1135172"
4500747837243040,2008.1737,"+39 9574 6461230"
4474717381608478,6230.9494,"+39 1132 59071647"
4974710652613355,3032.1614,"+39 132 9105736"
4429827362938608,5728.1604,"+39 166 08503160"
4634030018235880,3001.1619,"+39 848 0565041"
4173991121031234,3002.1637,"+39 598 9844023"
4069056258986522,5034.1605,"+39 0022 73628028"
4140444051034240,3069.9400,"+39 15 56296433"
4018341835214479,5584.1664,"+39 099 01206220"
4240250244477801,7601.1711,"+39 938 05 99 8805"
4705058690262413,7601.1717,"+39 881 83773585"
4482721135345205,5584.1770,"+39 97 37115677"
4575839611966480,3226.1606,"+39 697 54 55 0741"
4898946268871861,2008.1623,"+39 451 58 86 6618"
4636809941457564,3069.9508,"+39 6887 2392536"
4576407960985904,5584.1662,"+39 7944 4651373"
4256442996779267,5040.1606,"+39 894 2585425"
4167694711089749,3002.1631,"+39 297 62 52 8442"
4412773487159903,5040.1606,"+39 487 39 51 0097"
4069420226568939,3226.1614,"+39 65 7956370"
4301081424037255,3104.1606,"+39 02 30466481"
4102858797111069,2008.1626,"+39 03 0169470"
4653494123290287,1030.1648,"+39 84 4011703"
4228485678293664,3069.9559,"+39 2732 9177260"
4962928713687721,5034.1616,"+39 586 1332823"
4931176051128191,2008.1627,"+39 534 10814140"
4431618553348087,3069.9560,"+39 02 5789256"
4273227690759643,1030.1657,"+39 798 31 47 2302"
4034836625283899,2008.9448,"+39 2280 03851778"
4292110225696943,36044.1600,"+39 3231 7378396"
4731652942666286,3069.9457,"+39 5464 7645711"
4308629209877809,5164.1601,"+39 33 0332388"
4706035226719719,3069.9582,"+39 28 26454266"
4582431771364184,5018.1600,"+39 520 71752032"
4658482949341967,3069.1604,"+39 5415 9639922"
4886808991141679,1025.1669,"+39 61 2899206"
4011574175769663,3069.9550,"+39 4684 4180297"
4610003447447473,2002.1655,"+39 785 0149226"
4578680388054895,3069.1625,"+39 772 0879515"
4190917083490612,3556.1616,"+39 9171 9839756"
4345160026965986,2002.1655,"+39 453 2259355"
4719135018621472,7601.1704,"+39 719 8456011"
4612778817817706,3204.1601,"+39 30 2092503"
4564017779131295,5696.1608,"+39 057 13 91 4771"
4901733021747231,1030.1657,"+39 2466 21505021"
4008393357750721,5696.1620,"+39 10 89161884"
4286286815171709,1005.1636,"+39 71 05516052"
4350929290666112,3001.1622,"+39 58 00985875"
4108472227518663,5696.1620,"+39 754 94 38 4197"
4155829511602689,5034.1609,"+39 50 91239855"
4185221382554203,2002.1661,"+39 659 37 77 6799"
4416396281261000,7601.52068,"+39 202 53 68 5034"
4488464310745030,3001.1620,"+39 235 47816466"
4171715798067441,3268.1601,"+39 60 2405977"
4516183569391611,7601.1612,"+39 215 00934085"
4035307162899884,3069.9406,"+39 676 1401208"
4019085963944287,2008.1779,"+39 00 62780957"
4280812777609158,3069.9569,"+39 687 57 47 4609"
4440051864845519,2008.1673,"+39 9467 32410448"
4672863119502599,2008.1615,"+39 1604 3329046"
4972048419591859,5696.1619,"+39 55 5213078"
4654287500439926,6230.1640,"+39 498 9922641"
4326267418696385,2002.1649,"+39 510 06448631"
4373592728843399,6230.9582,"+39 399 11 60 5833"
4326279706278016,2002.1613,"+39 2133 61024018"
4997012637443674,2002.1618,"+39 275 4846864"
4498218858911042,3002.1627,"+39 522 72296521"
4551620612310664,2002.1637,"+39 122 8177338"
4781684637259365,6070.1797,"+39 40 5472870"
4511631816287755,3069.9502,"+39 7094 85080979"
4904918302768793,3226.1605,"+39 16 71589540"
4211272286137528,7601.1710,"+39 25 2540560"
4151266797598998,5034.1601,"+39 000 8395686"
4067916667465776,2002.1602,"+39 823 06147759"
4552003404139360,2008.1634,"+39 828 00671572"
4677682527190549,1030.1631,"+39 67 57048229"
4483619349182332,3465.1600,"+39 885 17029660"
4062509805234322,7601.1693,"+39 163 6738923"
4510840658950302,3069.9480,"+39 00 5142760"
4289495285036394,7601.1603,"+39 30 59893057"
4672122572828755,5040.1613,"+39 52 29336425"
4403067690316603,5024.1604,"+39 1056 5184774"
4984554257472561,3002.1633,"+39 7667 23001502"
4465821230051301,2008.1622,"+39 27 3808305"
4165256991835696,3032.1603,"+39 751 63235251"
4963965135566462,36044.1600,"+39 104 3901678"
4995658259079964,5696.1620,"+39 699 3727444"
4797765429749382,3002.1789,"+39 77 9047753"
4967397317776501,2008.1683,"+39 616 91 19 8811"
4457020254991613,7601.1658,"+39 03 6216332"
4345877111440050,5584.1771,"+39 788 18 72 4404"
4959504792509998,7601.1605,"+39 336 0995034"
4327216596527283,2008.1636,"+39 0448 9684198"
4845035198856632,2008.1637,"+39 7732 07979634"
4216994310712001,1030.1655,"+39 248 1995085"
4120170684239948,3069.9448,"+39 5778 09605404"
4155791904182002,5164.1628,"+39 95 38233311"
4014277945594257,5584.1778,"+39 2763 75508356"
4269865663095432,3069.9553,"+39 4354 75202911"
4036966768250567,1025.1797,"+39 596 0130162"
4426685203047200,7601.1667,"+39 5072 74488736"
4349823028286505,3104.1606,"+39 44 59320628"
4312583696375021,7601.1600,"+39 524 60940339"
4244074560864400,2008.9470,"+39 57 38451704"
4835177679380799,5164.1621,"+39 106 28134806"
4868654452532341,5696.1620,"+39 3758 0226488"
4723034743436039,5696.1613,"+39 156 03733666"
4461900860040562,7601.1675,"+39 72 1515371"
4329007397246217,5584.1648,"+39 7129 6641555"
4751473290072653,5034.1633,"+39 524 81497941"
4654285546232214,1005.1636,"+39 738 12 73 9389"
4436080189169780,2002.1665,"+39 223 0120282"
4379073762103648,3069.1609,"+39 0611 76008470"
4223346196929764,2002.1638,"+39 032 46 57 0032"
4471811123174965,3069.9552,"+39 95 4601207"
4332774558489051,3226.1603,"+39 8996 46539745"
4600137218909113,3069.9511,"+39 3323 4030018"
4718520855520492,6230.1631,"+39 787 63416084"
4858304063219845,6230.1619,"+39 3284 2212644"
4909511573253945,7601.1715,"+39 941 61687386"
4575575351124852,5584.1662,"+39 641 21341284"
4428361274190893,3069.9525,"+39 17 18165247"
4256408760113264,3223.1607,"+39 8864 6807316"
4699139371794581,1030.1794,"+39 826 3629805"
4723475964999223,3069.9450,"+39 8253 2462794"
4106791467959143,7601.1669,"+39 145 98 23 2108"
4980094224046812,5034.1613,"+39 30 7968048"
4545430514608606,5034.1602,"+39 381 22484292"
4963817786230171,1025.1628,"+39 960 58302468"
4594440997932902,1030.1625,"+39 996 2309732"
4921731119528261,1030.1606,"+39 5515 54619455"
4743123956826972,7601.1605,"+39 45 7124278"
4334444791433815,1030.1604,"+39 207 92835175"
4449086590391363,5034.1601,"+39 364 57343715"
4891318946899978,3069.9583,"+39 285 03 03 6302"
4347938652257309,1015.1602,"+39 586 91297937"
4038968672200199,6070.1708,"+39 55 0674401"
4719754641125840,1025.1663,"+39 811 25 38 0386"
4792413940738692,3032.1610,"+39 428 3151825"
4459765576653527,5034.1638,"+39 233 16 68 8671"
4237464364326822,5034.1614,"+39 310 8181372"
4410045656419521,6230.1610,"+39 33 17489931"
4517630148420070,1030.1667,"+39 3267 8887802"
4395019456822258,6230.1632,"+39 2467 7370097"
4234543896665170,2008.9470,"+39 989 20491400"
4252052568888505,5584.1773,"+39 6358 80876728"
4519304493053823,7601.1701,"+39 0159 86938740"
4193610917912508,7601.1686,"+39 685 58939404"
4247773362343599,7601.1600,"+39 81 27984306"
4754640298075105,2008.1603,"+39 388 03921078"
4493484898075348,2002.1655,"+39 197 9490589"
4904210152385088,3069.1798,"+39 599 61805242"
4284260202447909,3069.1638,"+39 63 2239123"
4507725371946619,5584.1772,"+39 3788 9802484"
4710809137021611,2002.1637,"+39 08 29611981"
4702878030131868,3069.9557,"+39 463 77 33 5878"
4131868651308565,3226.1600,"+39 99 15213540"
4479161904499229,3002.1636,"+39 5916 51557635"
4964298541924888,5000.1600,"+39 7172 67370458"
4224896095656511,1030.1666,"+39 3890 28607794"
4950853657410720,6906.1772,"+39 8961 66563676"
4800910193362534,5040.1644,"+39 05 45892405"
4514289145723110,3001.1614,"+39 13 6319643"
4910975038432096,1025.1628,"+39 07 3774142"
4328635593291826,3032.1603,"+39 731 4899151"
4546090069627564,3032.1600,"+39 15 9752533"
4999465304083520,7601.1682,"+39 5715 1493197"
4313469341837244,5040.1616,"+39 128 63214800"
4534802855198319,2008.1637,"+39 90 6470897"
4345516736036196,7601.1603,"+39 5869 27117206"
4259076020719043,7601.1689,"+39 02 06932279"
4451328934954760,5696.1629,"+39 549 1961545"
4206493222133788,3069.1603,"+39 4311 2334876"
4243778561602301,2008.1610,"+39 04 3153045"
4010715272098412,7601.1633,"+39 01 84477268"
4800925275173658,3003.1600,"+39 412 8322136"
4272564070083496,7601.1664,"+39 322 74516600"
4152902660331583,3226.1609,"+39 038 2186688"
4600890939753430,7601.52068,"+39 1375 6357083"
4182627994486621,2008.1778,"+39 81 66127656"
4477572296654316,6070.1714,"+39 6544 67333472"
4614777557020040,3069.9462,"+39 735 10405501"
4409003007563128,5040.1629,"+39 913 63 60 2580"
4790103306093038,3268.1605,"+39 2887 51244597"
4682590654836557,3204.1603,"+39 750 72 61 2865"
4108274764767368,3595.1600,"+39 323 8531823"
4138091112763285,7601.1610,"+39 444 06 61 9739"
4120631844308402,5696.1606,"+39 70 8529504"
4365933498803728,3556.1612,"+39 6625 7421220"
4886956494948999,5034.1603,"+39 376 74706214"
4209789982565128,2008.1626,"+39 32 10510120"
4464864661706879,7601.1662,"+39 915 82596803"
4013631327613658,2008.9455,"+39 620 65 01 1494"
4111988404623955,10685.1600,"+39 349 22 49 4888"
4364068941748336,3032.1611,"+39 78 35300095"
4298084732167595,7601.1701,"+39 23 8655700"
4282268650374121,5696.1622,"+39 2472 4727367"
4444835645175022,3069.1625,"+39 502 55242473"
4431430845248582,5164.1617,"+39 0340 7178184"
4131536814883820,5824.1602,"+39 0429 80293389"
4592128960761331,5584.1639,"+39 17 46644829"
4424031369941005,5040.1621,"+39 38 37684686"
4573325753770304,3069.9508,"+39 651 32184199"
4411996747601676,6230.1631,"+39 154 77 04 0464"
4769798728131428,3003.1600,"+39 828 26 48 6726"
4212637096861716,2008.1619,"+39 905 08 71 8395"
4554994488700937,7601.1676,"+39 14 1142187"
4182759795924979,6050.1601,"+39 7069 3074133"
4593083468906558,3556.1612,"+39 482 7664573"
4497392282545857,3069.1669,"+39 54 1334471"
4695307399673087,7601.1685,"+39 5309 2374944"
4440206620249568,1025.1668,"+39 137 68 14 2126"
4691317150208464,6230.9449,"+39 0011 02293765"
4466959803154547,5584.1773,"+39 2260 1863263"
4711403156613232,3069.1626,"+39 020 55 84 5319"
4223989645236842,1030.1652,"+39 570 9671262"
4810226057791843,5584.1643,"+39 95 4283569"
4616507169524842,1030.1652,"+39 663 22 72 4368"
4528713292482968,5696.1628,"+39 342 04 35 4889"
4149382524208242,7601.1615,"+39 1750 71940499"
4301984072099479,2008.1681,"+39 663 98 41 1738"
4243756819413986,3032.1609,"+39 880 8071820"
4710552039039535,5040.1790,"+39 92 93988189"
4715167759395663,3069.1762,"+39 53 6450862"
4010259453140438,5040.1788,"+39 224 17 42 1359"
4986009035065730,5034.1630,"+39 7095 8331833"
4782904403453755,5164.1623,"+39 3504 7583173"
4962928837055284,6230.1624,"+39 8313 11108007"
4664994628629506,3069.9483,"+39 822 14099719"
4331324626056549,5034.1639,"+39 4960 3558488"
4824075913871289,3069.9553,"+39 653 69 30 3995"
4442421958379238,5156.1600,"+39 54 26545928"
4489358726712429,5387.23606,"+39 410 71 89 1921"
4657213450733743,5018.1600,"+39 103 02 74 5394"
4747462134866955,3002.1611,"+39 490 06098912"
4368614563477294,3226.1607,"+39 932 3989881"
4651746641967213,2008.1650,"+39 552 55 69 2017"
