id,time,from_cell_tower,from_number,to_cell_tower,to_number,call_length
pc@co@05@000305,482160,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000306,482250,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000307,482558,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000308,482739,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000309,483265,501278.10919,+39 15 42824010,500631.24304,+39 7046 53021325,140
pc@co@05@000310,490863,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000311,491130,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000312,491238,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000313,491564,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000314,491783,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000315,492283,501278.10919,+39 15 42824010,500631.24304,+39 7046 53021325,82
pc@co@05@000316,477489,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000317,477751,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000318,477851,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000319,478152,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000320,478240,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000321,478543,29064.12035,+39 15 42824010,500631.24304,+39 7046 53021325,169
pc@co@05@000322,475025,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000323,475232,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000324,475358,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000325,475746,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000326,475857,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000327,476235,1308.15011,+39 15 42824010,500631.24304,+39 7046 53021325,33
pc@co@05@000328,470314,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000329,470533,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000330,470660,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000331,471021,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000332,471116,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000333,471434,1308.15011,+39 15 42824010,500631.24304,+39 7046 53021325,140
pc@co@05@000334,474294,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000335,474545,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000336,474657,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000337,474979,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000338,475104,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000339,475551,2598.61224,+39 15 42824010,500631.24304,+39 7046 53021325,129
pc@co@05@000340,481108,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000341,481352,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000342,481426,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000343,481741,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000344,481853,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000345,482297,27348.12032,+39 15 42824010,500631.24304,+39 7046 53021325,98
pc@co@05@000346,476469,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000347,476651,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000348,476812,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000349,477159,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000350,477235,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000351,477506,2598.61224,+39 15 42824010,500631.24304,+39 7046 53021325,96
pc@co@05@000352,476069,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000353,476299,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000354,476366,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000355,476679,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000356,476814,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000357,477091,501483.24673,+39 15 42824010,500631.24304,+39 7046 53021325,146
pc@co@05@000358,469256,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000359,469523,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000360,469607,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000361,469973,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000362,470031,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000363,470472,4140.15011,+39 15 42824010,500631.24304,+39 7046 53021325,101
pc@co@05@000364,472728,106.61220,+39 039 05351948,500631.24304,+39 3607 7365962,0
pc@co@05@000365,472869,27267.13006,+39 171 93 43 1457,500631.24304,+39 9482 20813639,0
pc@co@05@000366,472968,4098.15016,+39 601 79 81 8080,500631.24304,+39 81 32099707,0
pc@co@05@000367,473305,628.109,+39 039 05351948,500631.24304,+39 705 0734715,0
pc@co@05@000368,473380,574.102,+39 039 05351948,500631.24304,+39 9881 9142602,0
pc@co@05@000369,473778,1288.10013,+39 15 42824010,500631.24304,+39 7046 53021325,160
pc@co@05@000370,466507,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000371,466698,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000372,466864,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000373,467028,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000374,467133,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000375,467223,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000376,467880,5412.15001,+39 56 46256015,500631.24304,+39 7046 53021325,56
pc@co@05@000377,489394,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000378,489554,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000379,489676,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000380,489854,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000381,490018,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000382,490108,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000383,490646,1282.61229,+39 56 46256015,500631.24304,+39 7046 53021325,115
pc@co@05@000384,476340,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000385,476580,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000386,476702,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000387,476784,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000388,476922,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000389,476975,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000390,477727,5412.15001,+39 56 46256015,500631.24304,+39 7046 53021325,137
pc@co@05@000391,469344,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000392,469602,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000393,469726,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000394,469847,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000395,469979,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000396,470109,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000397,470658,5412.15001,+39 56 46256015,500631.24304,+39 7046 53021325,121
pc@co@05@000398,486985,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000399,487278,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000400,487420,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000401,487507,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000402,487671,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000403,487818,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000404,488615,28574.12002,+39 56 46256015,500631.24304,+39 7046 53021325,70
pc@co@05@000405,490638,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000406,490928,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000407,491059,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000408,491172,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000409,491250,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000410,491394,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000411,492028,28574.12002,+39 56 46256015,500631.24304,+39 7046 53021325,123
pc@co@05@000412,469968,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000413,470201,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000414,470347,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000415,470416,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000416,470569,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000417,470697,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000418,471186,22.10015,+39 56 46256015,500631.24304,+39 7046 53021325,86
pc@co@05@000419,488901,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000420,489082,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000421,489180,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000422,489320,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000423,489400,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000424,489570,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000425,490323,22.10015,+39 56 46256015,500631.24304,+39 7046 53021325,113
pc@co@05@000426,484277,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000427,484544,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000428,484671,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000429,484794,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000430,484959,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000431,485093,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000432,485715,5568.15001,+39 56 46256015,500631.24304,+39 7046 53021325,114
pc@co@05@000433,493176,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000434,493394,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000435,493477,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000436,493608,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000437,493724,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000438,493793,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000439,494241,5568.15001,+39 56 46256015,500631.24304,+39 7046 53021325,52
pc@co@05@000440,488534,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000441,488710,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000442,488775,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000443,488941,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000444,489087,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000445,489252,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000446,489817,5568.15001,+39 56 46256015,500631.24304,+39 7046 53021325,117
pc@co@05@000447,478053,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000448,478291,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000449,478394,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000450,478542,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000451,478629,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000452,478731,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000453,479309,501076.24271,+39 56 46256015,500631.24304,+39 7046 53021325,96
pc@co@05@000454,491232,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000455,491351,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000456,491493,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000457,491584,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000458,491709,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000459,491815,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000460,492475,501076.24271,+39 56 46256015,500631.24304,+39 7046 53021325,99
pc@co@05@000461,490785,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000462,491050,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000463,491138,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000464,491247,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000465,491333,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000466,491498,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000467,492256,501076.24271,+39 56 46256015,500631.24304,+39 7046 53021325,72
pc@co@05@000468,474683,4098.15012,+39 49 00254107,500631.24304,+39 81 82873673,0
pc@co@05@000469,474890,1343.61220,+39 10 85138971,500631.24304,+39 270 1079166,0
pc@co@05@000470,474997,29705.12000,+39 961 4403833,500631.24304,+39 845 51661362,0
pc@co@05@000471,475087,1231.102,+39 666 55161405,500631.24304,+39 62 2095034,0
pc@co@05@000472,475214,6190.15014,+39 039 05351948,500631.24304,+39 027 49 48 7873,0
pc@co@05@000473,475274,1139.15011,+39 961 4403833,500631.24304,+39 40 98662764,0
pc@co@05@000474,476008,29077.12001,+39 56 46256015,500631.24304,+39 7046 53021325,36
